iter	Logloss
239	0.2655920314
240	0.2652151924
241	0.2649854562
242	0.2647151989
243	0.2645635935
244	0.2643146224
245	0.2641464921
246	0.2638551468
247	0.263632532
248	0.2634887309
249	0.263389447
250	0.2631789013
251	0.2628827402
252	0.262651274
253	0.2624265417
254	0.26213655
255	0.2619599715
256	0.2617077721
257	0.2615831139
258	0.2614155761
259	0.2613577468
260	0.2611223694
261	0.2608938251
262	0.260713304
263	0.2604584379
264	0.260201048
265	0.2600513609
266	0.2598269042
267	0.2596913748
268	0.2595616478
269	0.2593723505
270	0.2591634651
271	0.2590272809
272	0.2588316256
273	0.2585842663
274	0.2584287111
275	0.2582032154
276	0.2579372068
277	0.2577480395
278	0.2575481312
279	0.257386614
280	0.2571893022
281	0.2570433475
282	0.2568768621
283	0.2567807373
284	0.256620805
285	0.2564790758
286	0.2562649898
287	0.2561425342
288	0.2560136618
289	0.2557817632
290	0.2556879699
291	0.255533505
292	0.2553665319
293	0.2551966093
294	0.2549918767
295	0.2547879639
296	0.254575733
297	0.2543499608
298	0.2541946788
299	0.2539740939
300	0.2537880856
301	0.2535453518
302	0.2533924047
303	0.2532435844
304	0.2531457394
305	0.2530787834
306	0.252863162
307	0.2527255721
308	0.2525168822
309	0.2523458131
310	0.2521990421
311	0.2520503861
312	0.2518605433
313	0.2515351824
314	0.2513903568
315	0.2511811221
316	0.2509545594
317	0.250828441
318	0.2506235231
319	0.2502558553
320	0.2501066649
321	0.2499855602
322	0.2497523342
323	0.2495919119
324	0.2494322328
325	0.249235286
326	0.2490815184
327	0.2489556009
328	0.248744404
329	0.248579619
330	0.2484327622
331	0.2483327156
332	0.248139499
333	0.2479750731
334	0.2477710033
335	0.247458294
336	0.2472639728
337	0.2471386969
338	0.2469747881
339	0.2468063898
340	0.2466684475
341	0.2464624707
342	0.246225425
343	0.2459878955
344	0.2458352783
345	0.2457305152
346	0.2456582896
347	0.2455071471
348	0.2453518047
349	0.2451497693
350	0.2449938804
351	0.2448776372
352	0.2447409227
353	0.2445964077
354	0.2444078923
355	0.2442335083
356	0.2441173241
357	0.2439711392
358	0.2437474389
359	0.2435622922
360	0.2433374975
361	0.2432001039
362	0.2429891572
363	0.2428130943
364	0.2426744995
365	0.2425715371
366	0.2423309565
367	0.242096399
368	0.2418980779
369	0.2417585487
370	0.2415779966
371	0.2412892669
372	0.2411750157
373	0.241098156
374	0.240977153
375	0.2408010559
376	0.2406180711
377	0.2405198622
378	0.2403699468
379	0.2402380763
380	0.2400303636
381	0.2398245765
382	0.2396112814
383	0.2394699001
384	0.2393489045
385	0.2392152886
386	0.2390357622
387	0.2388812555
388	0.2387373257
389	0.2386067137
390	0.2383330455
391	0.2381507005
392	0.2380183445
393	0.2377621871
394	0.2376354753
395	0.2375075319
396	0.2373017944
397	0.2372272655
398	0.2370950121
399	0.2369271367
